UniProtAC	LOC_GO	LOC_NAME	In SwissProt	ChildOf SwissProt	In LocTree3	Confirmed	Num Docs	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID	PMID
P32608	GO:0005737	cytoplasm	TRUE	TRUE	TRUE		1	10848632																																																																										
P28791	GO:0005783	endoplasmic reticulum	TRUE	TRUE	TRUE		1	12471444																																																																										
P57744	GO:0031966	mitochondrial membrane	TRUE	FALSE	FALSE		1	14722057																																																																										
Q12402	GO:0016020	membrane	TRUE	FALSE	FALSE		1	18442980																																																																										
P32806	GO:0005768	endosome	TRUE	TRUE	FALSE		1	14610088																																																																										
P41901	GO:0016020	membrane	TRUE	FALSE	FALSE		1	8636217																																																																										
P17883	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	10744028																																																																										
Q12522	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	22997148																																																																										
P33332	GO:0016020	membrane	TRUE	FALSE	FALSE		1	19889837																																																																										
P32562	GO:0005819	spindle	TRUE	FALSE	FALSE		1	18022565																																																																										
P38358	GO:0005773	vacuole	TRUE	FALSE	FALSE		1	20944394																																																																										
P40958	GO:0005874	microtubule	TRUE	FALSE	FALSE		1	10225945																																																																										
Q12361	GO:0016020	membrane	TRUE	FALSE	FALSE		1	16030250																																																																										
P25374	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	11110795																																																																										
P25303	GO:0005783	endoplasmic reticulum	TRUE	FALSE	FALSE		1	18718935																																																																										
Q06703	GO:0005618	cell wall	TRUE	FALSE	FALSE		1	22354955																																																																										
P38090	GO:0005886	plasma membrane	TRUE	FALSE	TRUE		1	23755272																																																																										
P50944	GO:0005773	vacuole	TRUE	FALSE	FALSE		1	25266154																																																																										
P43565	GO:0005634	nucleus	TRUE	TRUE	TRUE		1	15319445																																																																										
P28834	GO:0005759	mitochondrial matrix	TRUE	TRUE	FALSE		1	18313953																																																																										
P36421	GO:0005634	nucleus	TRUE	TRUE	FALSE		1	11359929																																																																										
Q02892	GO:0005634	nucleus	TRUE	FALSE	FALSE		1	12773575																																																																										
P25374	GO:0005829	cytosol	TRUE	FALSE	FALSE		1	17283054																																																																										
P53248	GO:0016020	membrane	TRUE	FALSE	FALSE		1	10652355																																																																										
P06780	GO:0005778	peroxisomal membrane	TRUE	TRUE	FALSE		1	15596542																																																																										
P38428	GO:0005737	cytoplasm	TRUE	FALSE	FALSE		1	12399372																																																																										
Q03103	GO:0016020	membrane	TRUE	FALSE	FALSE		1	11707280																																																																										
P38072	GO:0005739	mitochondrion	TRUE	FALSE	TRUE		1	14615477																																																																										
P40004	GO:0005783	endoplasmic reticulum	TRUE	TRUE	FALSE		1	10788474																																																																										
